SDTrimSP: VERSION 6.03    17.06.2025
SDTrimSP-Ar-Ti -Panjan-ver3                                                     
      100000   maxnumber (backscattered-projectile)    
        1000         100   NH NR
      species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            1            9  0.29500E+00  0.22409E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51734E+01  0.12006E+02  0.92492E+01  0.79352E+01  0.12006E+02  0.10166E+02  0.92443E+00  0.99815E+00  0.21872E+02  0.44915E+03  0.42578E+03  0.28438E+02  0.37589E+03  0.86200E+02
            1            5  0.29500E+00  0.36724E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62351E+01  0.14633E+01  0.95821E+00  0.62351E+01  0.14718E+01  0.48995E+01  0.87517E+00 -0.21472E-02  0.87647E+01  0.48351E+03  0.47492E+03  0.12820E+02  0.45666E+03  0.48239E+02
            1            3  0.29600E+00  0.14125E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.60147E+01  0.71442E+01 -0.16355E+01  0.60147E+01  0.71442E+01  0.34264E+01  0.76570E+00  0.94287E+00  0.27325E+01  0.47697E+03  0.47076E+03  0.89031E+01  0.45091E+03  0.38142E+02
            1            4  0.29600E+00  0.10817E+03 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46935E+01  0.88140E+01  0.13148E+02  0.46935E+01  0.88140E+01  0.13148E+02  0.52193E+00  0.58911E+00  0.71797E+01  0.37625E+03  0.37222E+03  0.15579E+02  0.35469E+03  0.26941E+02
            1            5  0.29600E+00  0.13108E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48594E+01 -0.21964E+01 -0.44228E+01  0.48594E+01  0.41993E+01  0.58625E+01  0.89995E+00  0.81200E+00  0.74101E+01  0.47214E+03  0.46633E+03  0.14752E+02  0.44783E+03  0.51605E+02
            1            5  0.29700E+00  0.79159E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50890E+01  0.16461E+00 -0.16642E+02  0.50890E+01  0.15862E+01  0.16642E+02  0.58932E+00 -0.17259E+00  0.99491E+01  0.40255E+03  0.39774E+03  0.18288E+02  0.37767E+03  0.35792E+02
            1            1  0.29700E+00  0.17137E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47888E+01  0.11265E+02  0.93378E+01  0.47888E+01  0.11265E+02  0.93378E+01  0.37088E+00  0.74194E+00  0.30646E+01  0.47491E+03  0.47263E+03  0.79494E+01  0.47263E+03  0.32099E+02
            1            3  0.29700E+00  0.91276E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53515E+01  0.20097E+01  0.69288E+01  0.53515E+01  0.29580E+01  0.69288E+01  0.96698E+00 -0.67244E+00  0.48958E+01  0.48060E+03  0.47542E+03  0.10268E+02  0.47542E+03  0.36088E+02
            1            3  0.29700E+00  0.21633E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53044E+01 -0.54263E+01  0.49419E+01  0.53044E+01  0.54263E+01  0.49419E+01  0.83792E+00 -0.75795E+00  0.43709E+01  0.46570E+03  0.46144E+03  0.12669E+02  0.44980E+03  0.25154E+02
            1            4  0.29700E+00  0.69621E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50865E+01 -0.18182E+01  0.11399E+02  0.50865E+01  0.20591E+01  0.11399E+02  0.75156E+00  0.44755E-01  0.77953E+01  0.41590E+03  0.41108E+03  0.14482E+02  0.38656E+03  0.33206E+02
            1            4  0.29800E+00  0.22122E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53035E+01  0.79679E+01 -0.27710E+01  0.53035E+01  0.79679E+01  0.32362E+01  0.88774E+00  0.99443E+00  0.39907E+01  0.46730E+03  0.46005E+03  0.10581E+02  0.43184E+03  0.28466E+02
            1            4  0.29800E+00  0.63226E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50152E+01  0.95155E+01 -0.72927E+01  0.50152E+01  0.95155E+01  0.72927E+01  0.78178E+00  0.60749E+00  0.84110E+01  0.42361E+03  0.41317E+03  0.13169E+02  0.40567E+03  0.37971E+02
            1            5  0.29800E+00  0.58834E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50486E+01 -0.10529E+02  0.49887E+01  0.50486E+01  0.10529E+02  0.49887E+01  0.66287E+00 -0.56814E+00  0.70835E+01  0.48078E+03  0.47497E+03  0.13336E+02  0.44953E+03  0.79261E+02
            1            3  0.29800E+00  0.31999E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53584E+01  0.78776E+01  0.46226E+01  0.53584E+01  0.78776E+01  0.46226E+01  0.70067E+00  0.44585E+00  0.78553E+01  0.45429E+03  0.44700E+03  0.13713E+02  0.44700E+03  0.42881E+02
            1            1  0.29800E+00  0.93175E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49883E+01  0.56060E+01 -0.12630E+01  0.49883E+01  0.56060E+01  0.12630E+01  0.79026E+00  0.97242E+00  0.23500E-02  0.48336E+03  0.48080E+03  0.73273E+01  0.48080E+03  0.44777E+01
            1            7  0.29800E+00  0.11307E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49284E+01  0.40707E+01 -0.13547E+02  0.49284E+01  0.60924E+01  0.13547E+02  0.88999E+00 -0.80624E+00  0.13275E+02  0.48102E+03  0.46059E+03  0.17847E+02  0.43124E+03  0.85814E+02
            1            4  0.29800E+00  0.27707E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47865E+01  0.16132E+02 -0.85651E+01  0.47865E+01  0.16132E+02  0.85651E+01  0.43333E+00  0.96939E+00  0.74445E+01  0.46108E+03  0.45362E+03  0.11218E+02  0.41717E+03  0.49024E+02
            1            4  0.29900E+00  0.47312E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54647E+01  0.51085E+01  0.67729E+01  0.54647E+01  0.51085E+01  0.67729E+01  0.87939E+00  0.76802E+00  0.88919E+01  0.43748E+03  0.43408E+03  0.15211E+02  0.42379E+03  0.34926E+02
            1            7  0.29900E+00  0.21916E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47575E+01 -0.47268E+01  0.57926E+01  0.47575E+01  0.91051E+01  0.57926E+01  0.55846E+00  0.47192E+00  0.15476E+02  0.48054E+03  0.46884E+03  0.17267E+02  0.44865E+03  0.95738E+02
            1            4  0.29900E+00  0.10874E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52816E+01 -0.11851E+01 -0.56693E+01  0.52816E+01  0.49691E+01  0.56693E+01  0.68623E+00  0.66783E+00  0.11488E+02  0.48825E+03  0.47789E+03  0.10660E+02  0.45792E+03  0.17071E+03
            1           10  0.29900E+00  0.53104E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50235E+01 -0.77714E+01 -0.16816E+02  0.70013E+01  0.77714E+01  0.17977E+02  0.89724E+00 -0.95515E+00  0.23764E+02  0.41808E+03  0.39834E+03  0.28817E+02  0.33818E+03  0.93570E+02
            1            2  0.29900E+00  0.37321E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.57261E+01 -0.13629E+01  0.10031E+02  0.57261E+01  0.16100E+01  0.10031E+02  0.63487E+00  0.41068E-01  0.21464E+01  0.45394E+03  0.45034E+03  0.87409E+01  0.45034E+03  0.14338E+02
            1            4  0.30000E+00  0.98151E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58527E+01 -0.21327E+01  0.61697E+01  0.58527E+01  0.21327E+01  0.61697E+01  0.81510E+00 -0.56981E+00  0.43612E+01  0.48634E+03  0.47720E+03  0.12680E+02  0.47540E+03  0.63279E+02
            1            4  0.30000E+00  0.22268E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59547E+01  0.59667E+01 -0.75226E+00  0.59547E+01  0.59667E+01  0.19066E+01  0.98320E+00  0.64692E+00  0.79750E+01  0.46266E+03  0.45836E+03  0.15073E+02  0.45836E+03  0.32898E+02
            1            2  0.30000E+00  0.85256E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44417E+01 -0.91235E+01  0.28272E+01  0.44417E+01  0.91235E+01  0.28272E+01  0.68455E+00 -0.99904E+00  0.60540E+01  0.48254E+03  0.47787E+03  0.89342E+01  0.47787E+03  0.59865E+02
            1            6  0.30100E+00  0.48859E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61008E+01  0.14266E+02  0.87317E+01  0.61008E+01  0.14266E+02  0.87317E+01  0.73815E+00  0.94614E+00  0.11817E+02  0.48108E+03  0.47186E+03  0.14034E+02  0.44058E+03  0.84236E+02
            1            7  0.30100E+00  0.18274E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56859E+01 -0.20254E+01 -0.23892E+01  0.65587E+01  0.54618E+01  0.47247E+01  0.88192E+00  0.81275E+00  0.15796E+02  0.47909E+03  0.47042E+03  0.19082E+02  0.44043E+03  0.91801E+02
            1            5  0.30100E+00  0.16366E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.64821E+01 -0.60613E+01 -0.80318E+00  0.64821E+01  0.65144E+01  0.14797E+01  0.99681E+00  0.10644E+00  0.99007E+01  0.48155E+03  0.47311E+03  0.16812E+02  0.46042E+03  0.52445E+02
            1            2  0.30100E+00  0.99579E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59335E+01 -0.29213E+01 -0.55326E+01  0.59335E+01  0.29213E+01  0.55326E+01  0.82508E+00 -0.29161E+00  0.31110E+01  0.48227E+03  0.47717E+03  0.77765E+01  0.46908E+03  0.21945E+02
            1            5  0.30100E+00  0.44621E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56021E+01  0.16627E+02  0.67514E+01  0.56021E+01  0.16627E+02  0.67514E+01  0.59125E+00  0.35985E+00  0.15598E+02  0.43623E+03  0.42336E+03  0.19146E+02  0.41531E+03  0.77411E+02
            1            3  0.30200E+00  0.33176E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52597E+01  0.24073E+01  0.18993E+02  0.52597E+01  0.24073E+01  0.18993E+02  0.34389E+00  0.16053E+00  0.18714E+01  0.45719E+03  0.45677E+03  0.96300E+01  0.44782E+03  0.31500E+02
            1            3  0.30200E+00  0.14255E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59616E+01  0.44795E+01 -0.44180E+01  0.59616E+01  0.44795E+01  0.44180E+01  0.88826E+00  0.96222E+00  0.00000E+00  0.47705E+03  0.46911E+03  0.86963E+01  0.45075E+03  0.00000E+00
            1            2  0.30200E+00  0.14508E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59039E+01 -0.92324E+01  0.74288E+00  0.59039E+01  0.92324E+01  0.24937E+01  0.70261E+00 -0.95559E+00  0.21629E+01  0.47728E+03  0.47571E+03  0.82119E+01  0.46195E+03  0.26136E+02
            1            1  0.30200E+00  0.20230E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50319E+01 -0.10313E+02 -0.14119E+02  0.50319E+01  0.10313E+02  0.14119E+02  0.29490E+00 -0.60311E+00  0.70344E-01  0.47262E+03  0.47192E+03  0.71504E+01  0.47192E+03  0.44808E+01
            1            4  0.30200E+00  0.30995E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53270E+01 -0.16916E+02 -0.69465E+01  0.53270E+01  0.16916E+02  0.69465E+01  0.48479E+00 -0.94288E+00  0.85723E+01  0.45690E+03  0.45016E+03  0.12109E+02  0.43537E+03  0.45096E+02
            1            3  0.30200E+00  0.37910E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.63290E+01 -0.64631E+01 -0.81278E+01  0.63290E+01  0.64631E+01  0.81278E+01  0.80279E+00 -0.62443E+00  0.55226E+01  0.44970E+03  0.44167E+03  0.12386E+02  0.44167E+03  0.23406E+02
            1            3  0.30300E+00  0.77097E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.63956E+01 -0.36486E+01 -0.63988E+01  0.63956E+01  0.36486E+01  0.63988E+01  0.85190E+00 -0.69000E+00  0.85024E+01  0.47922E+03  0.47298E+03  0.13072E+02  0.46672E+03  0.82520E+02
            1            6  0.30300E+00  0.82350E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50512E+01 -0.84324E+01  0.52197E+01  0.50512E+01  0.84324E+01  0.77002E+01  0.85864E+00 -0.36291E+00  0.11944E+02  0.48516E+03  0.47796E+03  0.14018E+02  0.45611E+03  0.89687E+02
            1            3  0.30300E+00  0.23027E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59934E+01  0.24351E+01  0.67379E+01  0.59934E+01  0.24351E+01  0.67379E+01  0.88901E+00  0.59284E+00  0.59614E+01  0.46626E+03  0.46124E+03  0.10718E+02  0.46124E+03  0.27260E+02
            1            6  0.30300E+00  0.22079E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54997E+01 -0.66924E+01 -0.66105E+01  0.54997E+01  0.77447E+01  0.66105E+01  0.99836E+00 -0.27771E+00  0.14587E+02  0.45670E+03  0.44074E+03  0.21225E+02  0.42113E+03  0.49945E+02
            1            4  0.30400E+00  0.47208E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.55298E+01  0.15463E+01  0.62345E+01  0.55298E+01  0.35993E+01  0.62345E+01  0.90678E+00 -0.93767E+00  0.75965E+01  0.48321E+03  0.47176E+03  0.12067E+02  0.46516E+03  0.45889E+02
            1            1  0.30400E+00  0.33190E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48481E+01  0.13336E+02 -0.56579E+01  0.48481E+01  0.13336E+02  0.56579E+01  0.40064E+00  0.91454E+00  0.29867E+01  0.45875E+03  0.45563E+03  0.80556E+01  0.45563E+03  0.24002E+02
            1            4  0.30400E+00  0.36798E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51979E+01 -0.68468E+01  0.52705E+01  0.51979E+01  0.68468E+01  0.52705E+01  0.92640E+00 -0.54894E+00  0.48693E+01  0.45137E+03  0.44841E+03  0.11832E+02  0.43732E+03  0.40935E+02
            1            7  0.30400E+00  0.42130E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62544E+01 -0.11459E+02 -0.26969E+01  0.62544E+01  0.11459E+02  0.26969E+01  0.87676E+00 -0.60650E-01  0.13987E+02  0.47356E+03  0.46346E+03  0.22224E+02  0.42642E+03  0.58920E+02
            1            5  0.30500E+00  0.34073E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48112E+01 -0.78078E+01  0.15610E+02  0.48112E+01  0.78078E+01  0.15610E+02  0.60921E+00 -0.53448E+00  0.11833E+02  0.45159E+03  0.44481E+03  0.14340E+02  0.41953E+03  0.52983E+02
            1            4  0.30500E+00  0.84248E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52339E+01 -0.44121E+01 -0.11821E+02  0.52339E+01  0.44121E+01  0.11821E+02  0.64844E+00 -0.55803E+00  0.45380E+01  0.40195E+03  0.39529E+03  0.13806E+02  0.36530E+03  0.34437E+02
            1            5  0.30500E+00  0.85876E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48365E+01 -0.14567E+02 -0.11362E+02  0.48365E+01  0.14567E+02  0.11362E+02  0.51473E+00 -0.75888E+00  0.10178E+02  0.39862E+03  0.39373E+03  0.15508E+02  0.36352E+03  0.46490E+02
            1           10  0.30500E+00  0.19971E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54124E+01 -0.33329E+01 -0.13678E+02  0.87688E+01  0.60548E+01  0.13678E+02  0.82814E+00  0.45627E+00  0.22279E+02  0.44647E+03  0.43699E+03  0.33562E+02  0.39503E+03  0.99858E+02
            1            9  0.30500E+00  0.16568E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56153E+01 -0.93964E+01  0.35853E+01  0.56153E+01  0.12942E+02  0.44380E+01  0.88851E+00  0.97229E+00  0.20459E+02  0.47538E+03  0.45978E+03  0.22961E+02  0.38672E+03  0.10909E+03
            1            5  0.30600E+00  0.17883E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61478E+01 -0.18684E+01  0.26630E+01  0.61478E+01  0.61702E+01  0.26630E+01  0.85391E+00  0.99348E+00  0.10278E+02  0.46587E+03  0.45947E+03  0.16244E+02  0.43691E+03  0.47313E+02
            1            3  0.30600E+00  0.40424E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62664E+01  0.81195E+01 -0.32119E+00  0.62664E+01  0.81195E+01  0.71631E+00  0.83250E+00  0.99627E+00  0.46421E+01  0.44786E+03  0.44518E+03  0.11717E+02  0.43272E+03  0.24998E+02
            1            1  0.30600E+00  0.11876E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44866E+01 -0.13929E+02 -0.57010E+01  0.44866E+01  0.13929E+02  0.57010E+01  0.28244E+00 -0.92548E+00  0.00000E+00  0.48001E+03  0.47977E+03  0.81170E+01  0.47977E+03  0.00000E+00
            1            8  0.30600E+00  0.77498E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46416E+01 -0.58095E+01  0.88752E+01  0.60268E+01  0.58095E+01  0.88752E+01  0.92221E+00 -0.47013E+00  0.14152E+02  0.47118E+03  0.45323E+03  0.21070E+02  0.40537E+03  0.10186E+03
            1            2  0.30600E+00  0.22684E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52281E+01 -0.78757E+01  0.14544E+02  0.52281E+01  0.78757E+01  0.14544E+02  0.37498E+00 -0.51376E+00  0.24292E+01  0.46941E+03  0.46894E+03  0.79083E+01  0.45203E+03  0.17819E+02
            1            4  0.30600E+00  0.74318E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.45077E+01  0.12695E+02  0.18158E+01  0.45077E+01  0.12695E+02  0.18158E+01  0.68390E+00  0.98871E+00  0.71568E+01  0.41162E+03  0.40413E+03  0.14060E+02  0.39242E+03  0.31536E+02
            1            1  0.30700E+00  0.32433E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.60861E+01  0.81052E+01  0.68368E+01  0.60861E+01  0.81052E+01  0.68368E+01  0.67703E+00  0.72932E+00  0.30741E+01  0.45907E+03  0.44964E+03  0.84961E+01  0.44964E+03  0.23054E+02
            1            1  0.30700E+00  0.31872E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47860E+01 -0.10407E+02 -0.20067E+02  0.47860E+01  0.10407E+02  0.20067E+02  0.28155E+00 -0.42383E+00  0.55024E+01  0.45909E+03  0.45575E+03  0.90353E+01  0.45575E+03  0.44209E+02
            1            4  0.30700E+00  0.32725E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52085E+01  0.13650E+02  0.32759E+01  0.52085E+01  0.13650E+02  0.32759E+01  0.60315E+00  0.94892E+00  0.74871E+01  0.45163E+03  0.44077E+03  0.15649E+02  0.44077E+03  0.30960E+02
            1           14  0.30700E+00  0.41877E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48443E+01 -0.13937E+02 -0.10757E+02  0.11625E+02  0.13937E+02  0.15018E+02  0.70386E+00 -0.76692E+00  0.35826E+02  0.45113E+03  0.42225E+03  0.44684E+02  0.33643E+03  0.20255E+03
            1            2  0.30700E+00  0.32500E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53380E+01 -0.21160E+01 -0.61737E+01  0.53380E+01  0.21160E+01  0.61737E+01  0.76191E+00 -0.51185E+00  0.30340E+01  0.48890E+03  0.48300E+03  0.78526E+01  0.47286E+03  0.22324E+02
            1            2  0.30700E+00  0.16965E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58715E+01 -0.71922E+01  0.51086E+01  0.58715E+01  0.71922E+01  0.51086E+01  0.74374E+00 -0.88245E+00  0.36521E+01  0.47495E+03  0.46991E+03  0.80825E+01  0.46991E+03  0.17221E+02
            1            4  0.30700E+00  0.48660E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51591E+01  0.67531E+01 -0.58613E+01  0.51591E+01  0.67531E+01  0.58613E+01  0.83951E+00  0.85284E+00  0.71444E+01  0.48037E+03  0.47136E+03  0.14762E+02  0.45886E+03  0.35326E+02
            1            2  0.30700E+00  0.14857E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46094E+01  0.79236E+01 -0.69741E-01  0.46094E+01  0.79236E+01  0.11475E+01  0.61872E+00  0.98281E+00  0.26816E+01  0.47716E+03  0.47415E+03  0.79819E+01  0.46581E+03  0.21416E+02
            1            4  0.30800E+00  0.38771E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56427E+01 -0.82087E+01 -0.14256E+02  0.56427E+01  0.82087E+01  0.14256E+02  0.60512E+00 -0.24912E+00  0.11987E+02  0.44793E+03  0.43797E+03  0.13298E+02  0.42328E+03  0.66645E+02
            1            5  0.30800E+00  0.26063E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.67641E+01 -0.72280E+00 -0.46093E+01  0.67641E+01  0.24534E+01  0.46093E+01  0.97663E+00  0.96685E+00  0.11603E+02  0.45756E+03  0.44681E+03  0.16373E+02  0.42030E+03  0.50166E+02
            1            1  0.30800E+00  0.84922E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52121E+01  0.25983E+01  0.82871E+01  0.52121E+01  0.25983E+01  0.82871E+01  0.65519E+00  0.26055E+00  0.48335E+00  0.48434E+03  0.48324E+03  0.71705E+01  0.48324E+03  0.44765E+01
            1            3  0.30800E+00  0.35336E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50668E+01 -0.94293E+01  0.10941E+02  0.50668E+01  0.94293E+01  0.10941E+02  0.77715E+00 -0.26337E+00  0.83571E+01  0.45082E+03  0.44004E+03  0.13845E+02  0.43323E+03  0.58013E+02
            1            3  0.30900E+00  0.54661E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52340E+01 -0.92854E+01  0.38425E+01  0.52340E+01  0.92854E+01  0.38425E+01  0.74585E+00 -0.94900E+00  0.73980E+01  0.43087E+03  0.42618E+03  0.14468E+02  0.42618E+03  0.31914E+02
            1            6  0.30900E+00  0.54293E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59199E+01  0.54589E+01 -0.32699E+01  0.59199E+01  0.54589E+01  0.68397E+01  0.79270E+00  0.73640E+00  0.11205E+02  0.48485E+03  0.47853E+03  0.14608E+02  0.47394E+03  0.12990E+03
            1            8  0.30900E+00  0.43447E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53079E+01  0.65247E+00 -0.93045E+01  0.53211E+01  0.40271E+01  0.93045E+01  0.77874E+00  0.84649E+00  0.16218E+02  0.47834E+03  0.46154E+03  0.21223E+02  0.42023E+03  0.11807E+03
            1            8  0.30900E+00  0.17077E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46108E+01 -0.11619E+02  0.13326E+02  0.59739E+01  0.11619E+02  0.13326E+02  0.81499E+00 -0.67714E+00  0.19551E+02  0.46069E+03  0.44238E+03  0.22237E+02  0.36896E+03  0.86861E+02
            1            4  0.31000E+00  0.56287E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48410E+01  0.14315E+02 -0.43909E+01  0.48410E+01  0.14315E+02  0.47983E+01  0.48698E+00  0.99906E+00  0.66549E+01  0.42949E+03  0.42670E+03  0.14223E+02  0.39627E+03  0.28559E+02
            1            1  0.31000E+00  0.51623E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44871E+01  0.87632E+00 -0.92569E+01  0.44871E+01  0.87632E+00  0.92569E+01  0.47563E+00  0.94245E-01  0.54062E+00  0.48773E+03  0.48754E+03  0.71116E+01  0.48754E+03  0.44747E+01
            1            5  0.31000E+00  0.22167E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.55928E+01  0.24186E+01  0.32698E+01  0.55928E+01  0.24186E+01  0.32950E+01  0.89213E+00  0.93285E+00  0.98931E+01  0.48286E+03  0.47883E+03  0.14927E+02  0.46413E+03  0.63828E+02
            1            1  0.31000E+00  0.85638E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48017E+01  0.13524E+02  0.64519E+01  0.48017E+01  0.13524E+02  0.64519E+01  0.30039E+00  0.90256E+00  0.00000E+00  0.48310E+03  0.48242E+03  0.83375E+01  0.48242E+03  0.00000E+00
            1            5  0.31000E+00  0.29610E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59553E+01  0.36744E+01  0.10852E+02  0.59553E+01  0.36744E+01  0.10852E+02  0.94778E+00  0.11557E+00  0.99451E+01  0.45541E+03  0.44291E+03  0.14977E+02  0.42078E+03  0.58592E+02
            1            2  0.31100E+00  0.69180E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52485E+01  0.64132E+01 -0.65388E+01  0.52485E+01  0.64132E+01  0.65388E+01  0.62466E+00  0.78097E+00  0.25672E+01  0.48451E+03  0.47798E+03  0.85687E+01  0.47798E+03  0.15556E+02
            1            3  0.31100E+00  0.15993E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58882E+01 -0.55906E+01  0.34165E+01  0.58882E+01  0.55906E+01  0.34165E+01  0.94965E+00 -0.63632E+00  0.41159E+01  0.47111E+03  0.46330E+03  0.12900E+02  0.46330E+03  0.17190E+02
            1            8  0.31100E+00  0.36505E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49349E+01  0.13988E+02 -0.16157E+01  0.49349E+01  0.13988E+02  0.59021E+01  0.90104E+00  0.62279E+00  0.17403E+02  0.43790E+03  0.42484E+03  0.25595E+02  0.35472E+03  0.68301E+02
            1            6  0.31100E+00  0.43175E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53869E+01  0.83153E+01 -0.32914E+01  0.53869E+01  0.83153E+01  0.72894E+01  0.82042E+00  0.57335E+00  0.11482E+02  0.47798E+03  0.46986E+03  0.17700E+02  0.45737E+03  0.66169E+02
            1            7  0.31100E+00  0.23475E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56345E+01 -0.16378E+02  0.32468E+01  0.56345E+01  0.16378E+02  0.10075E+02  0.64275E+00 -0.74276E+00  0.19461E+02  0.45585E+03  0.43925E+03  0.20675E+02  0.41152E+03  0.10016E+03
            1            1  0.31100E+00  0.34447E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51988E+01 -0.13316E+02  0.55671E+01  0.51988E+01  0.13316E+02  0.55671E+01  0.46019E+00 -0.91608E+00  0.10851E-01  0.45832E+03  0.45499E+03  0.72354E+01  0.45499E+03  0.44875E+01
            1            2  0.31100E+00  0.47306E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53303E+01  0.56735E+01  0.19774E+00  0.53303E+01  0.56735E+01  0.11190E+01  0.83257E+00  0.97886E+00  0.31946E+01  0.48723E+03  0.48225E+03  0.80416E+01  0.48225E+03  0.17065E+02
            1           12  0.31100E+00  0.12159E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62988E+01  0.15524E+02 -0.23860E+02  0.62988E+01  0.15524E+02  0.23860E+02  0.80818E+00  0.88699E+00  0.27754E+02  0.45393E+03  0.43432E+03  0.33907E+02  0.34440E+03  0.12624E+03
            1            7  0.31100E+00  0.19217E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46952E+01  0.25669E+01 -0.49816E+01  0.64624E+01  0.65696E+01  0.68502E+01  0.89335E+00 -0.90427E+00  0.16700E+02  0.45967E+03  0.44154E+03  0.21109E+02  0.41948E+03  0.73735E+02
            1            5  0.31100E+00  0.61339E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58753E+01  0.21461E+01 -0.10944E+02  0.58753E+01  0.24708E+01  0.10944E+02  0.71422E+00  0.64713E+00  0.52615E+01  0.47948E+03  0.47535E+03  0.14385E+02  0.45163E+03  0.60570E+02
