SDTrimSP: VERSION 6.03    17.06.2025
SDTrimSP-Ar-Ti -Panjan-ver3                                                     
      100000   maxnumber (backscattered-projectile)    
        1000         100   NH NR
      species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            1           10  0.50700E+00  0.34196E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47941E+01 -0.11540E+02 -0.15425E+02  0.67670E+01  0.12990E+02  0.15425E+02  0.69451E+00  0.24638E+00  0.23292E+02  0.43483E+03  0.42056E+03  0.30978E+02  0.35905E+03  0.95442E+02
            1            9  0.50700E+00  0.10758E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48679E+01  0.35441E+01 -0.20413E+01  0.78530E+01  0.83908E+01  0.20413E+01  0.83316E+00 -0.96985E+00  0.19582E+02  0.46010E+03  0.44436E+03  0.29139E+02  0.40911E+03  0.86661E+02
            1            7  0.50800E+00  0.14800E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56612E+01 -0.11662E+02  0.99982E+01  0.56612E+01  0.11662E+02  0.99982E+01  0.79178E+00 -0.46456E+00  0.15642E+02  0.46747E+03  0.45406E+03  0.17731E+02  0.41904E+03  0.89742E+02
            1            9  0.50800E+00  0.94258E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50164E+01 -0.82289E+01 -0.49791E+01  0.81378E+01  0.10408E+02  0.49791E+01  0.95809E+00  0.53238E+00  0.22001E+02  0.46337E+03  0.43960E+03  0.27201E+02  0.40506E+03  0.89829E+02
            1            7  0.50800E+00  0.51091E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46743E+01 -0.12145E+02 -0.10531E+02  0.54459E+01  0.12145E+02  0.10531E+02  0.83838E+00 -0.58898E+00  0.16001E+02  0.42348E+03  0.41164E+03  0.25432E+02  0.38551E+03  0.56730E+02
            1            6  0.50800E+00  0.47163E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.55425E+01  0.65651E+01  0.11567E+02  0.55425E+01  0.65651E+01  0.11567E+02  0.75502E+00  0.96898E+00  0.16364E+02  0.48181E+03  0.47526E+03  0.13471E+02  0.43082E+03  0.16007E+03
            1            4  0.50800E+00  0.35935E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53242E+01 -0.48617E+01 -0.18539E+02  0.53242E+01  0.48617E+01  0.18539E+02  0.39317E+00 -0.12019E+00  0.77133E+01  0.48530E+03  0.47975E+03  0.11111E+02  0.47299E+03  0.53710E+02
            1            3  0.50800E+00  0.48857E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48288E+01 -0.29210E+01  0.50569E+01  0.48288E+01  0.29210E+01  0.50569E+01  0.92132E+00 -0.18324E+00  0.46047E+01  0.43871E+03  0.43123E+03  0.12429E+02  0.43123E+03  0.23106E+02
            1            4  0.50800E+00  0.49813E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56680E+01  0.13287E+02 -0.32132E+01  0.56680E+01  0.13287E+02  0.32132E+01  0.65906E+00  0.92353E+00  0.73670E+01  0.43613E+03  0.43177E+03  0.14053E+02  0.41879E+03  0.35975E+02
            1            6  0.50900E+00  0.76790E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50674E+01  0.12840E+02 -0.10539E+02  0.50674E+01  0.12840E+02  0.10539E+02  0.72333E+00  0.82213E+00  0.14342E+02  0.40379E+03  0.39574E+03  0.19416E+02  0.35433E+03  0.53369E+02
            1            6  0.50900E+00  0.11632E+03 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44260E+01  0.30660E+01 -0.14414E+02  0.44260E+01  0.30660E+01  0.14414E+02  0.83991E+00  0.43242E+00  0.12819E+02  0.35944E+03  0.34857E+03  0.24245E+02  0.33481E+03  0.42115E+02
            1            7  0.50900E+00  0.46716E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46472E+01 -0.13741E+02  0.17686E+01  0.46472E+01  0.13741E+02  0.30536E+01  0.83370E+00 -0.98837E+00  0.12804E+02  0.43255E+03  0.42304E+03  0.20734E+02  0.40000E+03  0.70611E+02
            1            5  0.50900E+00  0.14764E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47811E+01 -0.15394E+01  0.15779E+02  0.47811E+01  0.26680E+01  0.15779E+02  0.53372E+00  0.16351E+00  0.11349E+02  0.46976E+03  0.45760E+03  0.15474E+02  0.43955E+03  0.58551E+02
            1            1  0.50900E+00  0.10647E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46831E+01 -0.46443E+01 -0.64745E+01  0.46831E+01  0.46443E+01  0.64745E+01  0.82986E+00 -0.65815E+00  0.36675E+01  0.48141E+03  0.47607E+03  0.79461E+01  0.47607E+03  0.35232E+02
            1            3  0.50900E+00  0.34319E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56357E+01  0.38209E+01 -0.41413E+01  0.56357E+01  0.38209E+01  0.41413E+01  0.91321E+00  0.26464E+00  0.40278E+01  0.48452E+03  0.48182E+03  0.12052E+02  0.46921E+03  0.34317E+02
            1            3  0.50900E+00  0.25140E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44087E+01  0.11790E+02  0.10864E+01  0.44087E+01  0.11790E+02  0.35088E+01  0.48532E+00  0.96575E+00  0.32107E+01  0.46415E+03  0.45828E+03  0.10707E+02  0.44654E+03  0.25961E+02
            1            2  0.50900E+00  0.13464E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52171E+01 -0.77717E+01  0.70028E+01  0.52171E+01  0.77717E+01  0.70028E+01  0.63423E+00 -0.83898E+00  0.20755E+01  0.47864E+03  0.47502E+03  0.79005E+01  0.46271E+03  0.19733E+02
            1            8  0.51000E+00  0.29571E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.57298E+01  0.52966E+00 -0.14476E+02  0.57298E+01  0.66009E+01  0.14476E+02  0.69258E+00  0.76217E+00  0.16530E+02  0.47281E+03  0.45799E+03  0.24237E+02  0.41154E+03  0.78121E+02
            1            6  0.51000E+00  0.12087E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.64429E+01  0.31203E+01  0.28261E+01  0.64429E+01  0.59327E+01  0.28261E+01  0.93305E+00 -0.93000E+00  0.12616E+02  0.48222E+03  0.47234E+03  0.16570E+02  0.45071E+03  0.75636E+02
            1            3  0.51000E+00  0.83170E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50090E+01 -0.35142E+01 -0.17885E+01  0.50090E+01  0.35142E+01  0.17885E+01  0.97707E+00 -0.23650E+00  0.57155E+01  0.48319E+03  0.48214E+03  0.84946E+01  0.47658E+03  0.43756E+02
            1            5  0.51000E+00  0.61784E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.55777E+01 -0.11222E+02  0.54005E+01  0.55777E+01  0.11222E+02  0.54005E+01  0.82943E+00 -0.99841E+00  0.99556E+01  0.42001E+03  0.41246E+03  0.18210E+02  0.41246E+03  0.40164E+02
            1            9  0.51000E+00  0.97207E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56530E+01 -0.70833E+01 -0.64236E+01  0.59314E+01  0.10560E+02  0.98966E+01  0.81272E+00  0.70749E+00  0.21066E+02  0.46376E+03  0.44655E+03  0.26523E+02  0.38495E+03  0.92177E+02
            1            4  0.51000E+00  0.20025E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.66666E+01 -0.20386E+01  0.99910E+01  0.66666E+01  0.20386E+01  0.99910E+01  0.90953E+00 -0.11590E+00  0.70324E+01  0.46702E+03  0.45193E+03  0.12959E+02  0.43033E+03  0.40477E+02
            1            3  0.51000E+00  0.31876E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62850E+01 -0.21845E+01 -0.37277E+01  0.62850E+01  0.21865E+01  0.37277E+01  0.82911E+00 -0.98894E+00  0.21337E+01  0.48781E+03  0.48635E+03  0.89982E+01  0.47361E+03  0.34166E+02
            1            8  0.51000E+00  0.72719E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.66883E+01 -0.93109E+01 -0.58056E+01  0.66883E+01  0.93109E+01  0.77575E+01  0.97290E+00 -0.84841E-01  0.16721E+02  0.47221E+03  0.46021E+03  0.20521E+02  0.40461E+03  0.10840E+03
            1            5  0.51000E+00  0.63287E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51904E+01 -0.48294E+00 -0.10927E+02  0.51904E+01  0.32388E+01  0.10927E+02  0.80742E+00 -0.77302E+00  0.10569E+02  0.41856E+03  0.40711E+03  0.18149E+02  0.39599E+03  0.39703E+02
            1            2  0.51100E+00  0.33514E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52941E+01  0.75990E+01 -0.16559E+01  0.52941E+01  0.75990E+01  0.16559E+01  0.69808E+00  0.98307E+00  0.14319E+01  0.45674E+03  0.45485E+03  0.97483E+01  0.45485E+03  0.99730E+01
            1            4  0.51100E+00  0.23370E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61785E+01 -0.12031E+02 -0.24978E+01  0.61785E+01  0.12031E+02  0.24978E+01  0.74378E+00 -0.99889E+00  0.89698E+01  0.46359E+03  0.45980E+03  0.13044E+02  0.45980E+03  0.38425E+02
            1            5  0.51100E+00  0.11869E+03 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53587E+01 -0.93461E+01 -0.74878E+01  0.53587E+01  0.93461E+01  0.74878E+01  0.84992E+00 -0.84533E+00  0.11139E+02  0.36146E+03  0.35436E+03  0.19845E+02  0.33406E+03  0.37223E+02
            1            3  0.51100E+00  0.14334E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56165E+01 -0.12844E+02  0.73171E+01  0.56165E+01  0.12844E+02  0.73171E+01  0.49195E+00 -0.73240E+00  0.47942E+01  0.47578E+03  0.46846E+03  0.98888E+01  0.45359E+03  0.31756E+02
            1            6  0.51100E+00  0.24629E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61767E+01  0.48265E+01  0.68124E+00  0.61767E+01  0.61907E+01  0.74315E+01  0.78230E+00 -0.22395E+00  0.12330E+02  0.45397E+03  0.45007E+03  0.21398E+02  0.43358E+03  0.46752E+02
            1            2  0.51100E+00  0.17791E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47821E+01 -0.24645E+01  0.32506E+01  0.47821E+01  0.24645E+01  0.32506E+01  0.85384E+00 -0.37629E+00  0.00000E+00  0.49062E+03  0.48839E+03  0.76055E+01  0.48634E+03  0.37773E+02
            1            5  0.51100E+00  0.46913E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52926E+01  0.10660E+02 -0.90331E+01  0.52926E+01  0.10660E+02  0.90331E+01  0.71119E+00  0.96811E+00  0.12193E+02  0.43465E+03  0.42624E+03  0.18438E+02  0.39992E+03  0.58965E+02
            1            1  0.51100E+00  0.48140E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54004E+01  0.29235E+01 -0.11686E+02  0.54004E+01  0.29235E+01  0.11686E+02  0.40150E+00  0.24269E+00  0.00000E+00  0.48693E+03  0.48640E+03  0.82603E+01  0.48640E+03  0.00000E+00
            1            2  0.51100E+00  0.23498E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44606E+01  0.12376E+02  0.31300E+01  0.44606E+01  0.12376E+02  0.31300E+01  0.51829E+00  0.99625E+00  0.64389E+01  0.46699E+03  0.46346E+03  0.95107E+01  0.46346E+03  0.42649E+02
            1           11  0.51100E+00  0.36127E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51080E+01 -0.16030E+02  0.11785E+02  0.72542E+01  0.16030E+02  0.11785E+02  0.75222E+00 -0.91348E+00  0.25426E+02  0.46707E+03  0.44416E+03  0.29314E+02  0.38480E+03  0.14267E+03
            1            7  0.51100E+00  0.16853E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53177E+01 -0.12807E+02 -0.10077E+02  0.53177E+01  0.12807E+02  0.10077E+02  0.68198E+00 -0.43320E+00  0.15822E+02  0.48159E+03  0.46420E+03  0.16722E+02  0.43809E+03  0.11997E+03
            1            6  0.51100E+00  0.26838E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.66634E+01 -0.68378E+01  0.38768E+01  0.66634E+01  0.68378E+01  0.53780E+01  0.97958E+00 -0.44941E+00  0.12270E+02  0.48170E+03  0.46771E+03  0.15617E+02  0.42930E+03  0.88241E+02
            1           13  0.51200E+00  0.34234E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47564E+01  0.95841E+01  0.75122E+00  0.11534E+02  0.10954E+02  0.55105E+01  0.65930E+00 -0.73944E-01  0.30085E+02  0.46241E+03  0.44235E+03  0.37247E+02  0.37702E+03  0.14126E+03
            1            3  0.51200E+00  0.17105E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49252E+01  0.11397E+01 -0.64812E+00  0.49252E+01  0.14507E+01  0.19840E+01  0.89830E+00 -0.13627E+00  0.38977E+01  0.48792E+03  0.48078E+03  0.10371E+02  0.47734E+03  0.17481E+02
            1            3  0.51200E+00  0.23411E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50659E+01  0.74187E+01 -0.31514E+01  0.50659E+01  0.74187E+01  0.31514E+01  0.86187E+00  0.84468E+00  0.59747E+01  0.46667E+03  0.46160E+03  0.99194E+01  0.46160E+03  0.29413E+02
            1            6  0.51300E+00  0.15265E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53305E+01 -0.80930E+01 -0.94481E+01  0.53305E+01  0.80930E+01  0.94481E+01  0.67769E+00 -0.81214E+00  0.12647E+02  0.48173E+03  0.47051E+03  0.18113E+02  0.44263E+03  0.61926E+02
            1            6  0.51300E+00  0.16597E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52895E+01  0.23682E+01 -0.68447E+01  0.52895E+01  0.63855E+01  0.68447E+01  0.87573E+00 -0.99590E+00  0.14036E+02  0.46785E+03  0.45118E+03  0.15558E+02  0.42330E+03  0.70837E+02
            1            7  0.51300E+00  0.96060E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.64320E+01 -0.11694E+02  0.17243E+01  0.64320E+01  0.11694E+02  0.19407E+01  0.81243E+00 -0.99887E+00  0.14187E+02  0.46959E+03  0.46031E+03  0.20802E+02  0.42959E+03  0.72995E+02
            1            5  0.51300E+00  0.28276E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47800E+01  0.79334E+01  0.33733E+01  0.47800E+01  0.79334E+01  0.33733E+01  0.95628E+00  0.98968E+00  0.94811E+01  0.45552E+03  0.44798E+03  0.16208E+02  0.43484E+03  0.42304E+02
            1            2  0.51300E+00  0.14894E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61162E+01  0.92039E-01  0.86554E+01  0.61162E+01  0.92695E+00  0.86554E+01  0.72327E+00 -0.67640E-01  0.20681E+01  0.47429E+03  0.47323E+03  0.10815E+02  0.47323E+03  0.67472E+01
            1            4  0.51300E+00  0.43174E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54102E+01  0.72172E+01  0.50624E+01  0.54102E+01  0.72172E+01  0.50624E+01  0.80628E+00  0.81418E+00  0.76505E+01  0.48243E+03  0.47598E+03  0.13254E+02  0.46349E+03  0.58782E+02
            1            5  0.51400E+00  0.25606E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53597E+01  0.13676E+02  0.19887E+01  0.53597E+01  0.13676E+02  0.28035E+01  0.72629E+00  0.99980E+00  0.95191E+01  0.45985E+03  0.45368E+03  0.14547E+02  0.44318E+03  0.52739E+02
            1            3  0.51400E+00  0.24936E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54117E+01 -0.39539E+01  0.32218E+00  0.54117E+01  0.39539E+01  0.12141E+01  0.98060E+00 -0.28269E+00  0.66018E+01  0.46351E+03  0.46190E+03  0.11553E+02  0.46190E+03  0.23212E+02
            1            2  0.51400E+00  0.70905E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48408E+01 -0.34562E+01  0.95059E+01  0.48408E+01  0.34562E+01  0.95059E+01  0.50679E+00 -0.19749E+00  0.25092E+01  0.48530E+03  0.48499E+03  0.76113E+01  0.46982E+03  0.20256E+02
            1            3  0.51500E+00  0.19953E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59229E+01  0.60408E+01 -0.11058E+02  0.59229E+01  0.60408E+01  0.11058E+02  0.68355E+00  0.64261E+00  0.17609E+01  0.46963E+03  0.46905E+03  0.10414E+02  0.44540E+03  0.31626E+02
            1            5  0.51500E+00  0.20396E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.56164E+01 -0.18404E+01  0.12290E+02  0.56164E+01  0.18431E+01  0.12290E+02  0.90224E+00  0.11080E-02  0.11647E+02  0.46575E+03  0.45630E+03  0.13856E+02  0.43173E+03  0.63537E+02
            1            4  0.51500E+00  0.36472E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51631E+01 -0.67035E+00 -0.86826E+01  0.51631E+01  0.81812E+00  0.86826E+01  0.95065E+00 -0.47164E+00  0.67353E+01  0.44686E+03  0.43493E+03  0.16670E+02  0.42288E+03  0.23906E+02
            1            2  0.51500E+00  0.32454E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47341E+01 -0.12512E+02  0.82256E+01  0.47341E+01  0.12512E+02  0.82256E+01  0.57374E+00 -0.99866E+00  0.72220E+01  0.45481E+03  0.44317E+03  0.12739E+02  0.43410E+03  0.62032E+02
            1           12  0.51500E+00  0.57568E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58481E+01 -0.25250E+02  0.49831E+01  0.88615E+01  0.25250E+02  0.49831E+01  0.62824E+00 -0.93522E+00  0.25054E+02  0.46259E+03  0.44262E+03  0.31656E+02  0.38865E+03  0.12814E+03
            1            4  0.51500E+00  0.86937E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51273E+01 -0.89573E+01  0.94376E+01  0.51273E+01  0.89573E+01  0.94376E+01  0.68535E+00 -0.40618E+00  0.10183E+02  0.39527E+03  0.38870E+03  0.17798E+02  0.38870E+03  0.39637E+02
            1            3  0.51600E+00  0.30004E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49372E+01  0.14377E+01 -0.78090E+00  0.49372E+01  0.17535E+01  0.24798E+01  0.95223E+00 -0.18275E+00  0.15339E+01  0.48782E+03  0.48489E+03  0.91764E+01  0.47562E+03  0.34171E+02
            1            6  0.51600E+00  0.47242E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.52657E+01  0.27137E+01 -0.10641E+02  0.56292E+01  0.32110E+01  0.10641E+02  0.89981E+00 -0.13925E+00  0.13666E+02  0.43065E+03  0.41686E+03  0.22105E+02  0.39217E+03  0.51686E+02
            1            9  0.51600E+00  0.56915E+00 -0.43949E+01  0.00000E+00  0.00000E+00 -0.44968E+01 -0.11796E+02  0.49916E+01  0.46026E+01  0.13959E+02  0.49916E+01  0.93809E+00  0.68516E+00  0.19614E+02  0.47585E+03  0.46434E+03  0.23579E+02  0.42405E+03  0.11845E+03
            1            1  0.51600E+00  0.53756E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.49347E+01  0.72168E+01  0.21614E+02  0.49347E+01  0.72168E+01  0.21614E+02  0.28943E+00  0.32941E+00  0.00000E+00  0.43803E+03  0.43417E+03  0.82116E+01  0.43417E+03  0.00000E+00
            1            4  0.51600E+00  0.25868E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58514E+01 -0.70910E+01 -0.80798E+01  0.58514E+01  0.70910E+01  0.80798E+01  0.83012E+00 -0.43167E+00  0.70277E+01  0.46261E+03  0.45326E+03  0.11522E+02  0.43343E+03  0.46191E+02
            1            2  0.51600E+00  0.10503E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.63865E+01 -0.57235E+01  0.26456E+01  0.63865E+01  0.57235E+01  0.26456E+01  0.83924E+00 -0.91339E+00  0.26950E+01  0.48166E+03  0.48020E+03  0.78396E+01  0.47127E+03  0.22386E+02
            1            1  0.51700E+00  0.95376E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54880E+01 -0.66389E+01  0.95454E+01  0.54880E+01  0.66389E+01  0.95454E+01  0.48476E+00 -0.55682E+00  0.50568E+00  0.48319E+03  0.48196E+03  0.72709E+01  0.48196E+03  0.44772E+01
            1            2  0.51700E+00  0.60727E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47084E+01  0.74314E+01  0.15411E+02  0.47084E+01  0.74314E+01  0.15411E+02  0.39141E+00  0.43900E+00  0.56489E+01  0.42910E+03  0.42588E+03  0.10176E+02  0.41584E+03  0.33306E+02
            1            4  0.51700E+00  0.32586E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48048E+01 -0.77432E+01  0.35845E+01  0.48048E+01  0.77432E+01  0.35845E+01  0.83183E+00 -0.95235E+00  0.74400E+01  0.45097E+03  0.44272E+03  0.16446E+02  0.43650E+03  0.33256E+02
            1            2  0.51700E+00  0.13435E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.57572E+01  0.10237E+02  0.75040E+01  0.57572E+01  0.10237E+02  0.75040E+01  0.64340E+00  0.89036E+00  0.64887E+01  0.49085E+03  0.48778E+03  0.78084E+01  0.48310E+03  0.12447E+03
            1            3  0.51700E+00  0.28694E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.60626E+01  0.53618E+01 -0.31381E+01  0.60626E+01  0.53618E+01  0.31381E+01  0.95280E+00  0.93811E+00  0.53077E+01  0.45902E+03  0.45640E+03  0.12289E+02  0.45640E+03  0.21779E+02
            1            4  0.51700E+00  0.31262E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.62787E+01  0.33910E+01  0.47784E+01  0.62787E+01  0.50403E+01  0.47784E+01  0.80291E+00 -0.35519E+00  0.70484E+01  0.48095E+03  0.47456E+03  0.15922E+02  0.46595E+03  0.41551E+02
            1            2  0.51700E+00  0.42428E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.58500E+01  0.50513E+01  0.60740E+01  0.58500E+01  0.50513E+01  0.60740E+01  0.70735E+00  0.64278E+00  0.00000E+00  0.44854E+03  0.44192E+03  0.90360E+01  0.44192E+03  0.00000E+00
            1            1  0.51700E+00  0.59203E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.59676E+01  0.13690E+01 -0.76053E+01  0.59676E+01  0.13690E+01  0.76053E+01  0.74408E+00  0.19143E+00  0.91274E+00  0.48679E+03  0.48467E+03  0.72894E+01  0.48467E+03  0.44763E+01
            1            2  0.51800E+00  0.37278E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.55814E+01 -0.18411E+01 -0.13858E+02  0.55814E+01  0.18411E+01  0.13858E+02  0.46483E+00 -0.25882E+00  0.00000E+00  0.45387E+03  0.44836E+03  0.88540E+01  0.43898E+03  0.00000E+00
            1            1  0.51800E+00  0.32805E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53007E+01  0.11932E+02  0.74497E+01  0.53007E+01  0.11932E+02  0.74497E+01  0.55792E+00  0.87560E+00  0.26534E+01  0.45872E+03  0.45260E+03  0.84756E+01  0.45260E+03  0.23554E+02
            1            4  0.51800E+00  0.54955E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53822E+01  0.67416E+01  0.21160E+01  0.53822E+01  0.67416E+01  0.23964E+01  0.96729E+00  0.99828E+00  0.94762E+01  0.42945E+03  0.42253E+03  0.15597E+02  0.41466E+03  0.33635E+02
            1            4  0.51800E+00  0.29831E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.51948E+01 -0.49101E+01  0.92951E+01  0.51948E+01  0.49101E+01  0.92951E+01  0.75713E+00 -0.12592E-01  0.67432E+01  0.45516E+03  0.44978E+03  0.15011E+02  0.44978E+03  0.27024E+02
            1            4  0.51800E+00  0.11474E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.50776E+01  0.17999E+02 -0.42255E+01  0.50776E+01  0.17999E+02  0.42255E+01  0.41217E+00  0.97501E+00  0.62704E+01  0.47515E+03  0.47068E+03  0.13377E+02  0.45643E+03  0.71615E+02
            1            7  0.51800E+00  0.65738E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48208E+01  0.24608E+01  0.87199E+01  0.55973E+01  0.32592E+01  0.92556E+01  0.84597E+00  0.99290E+00  0.14754E+02  0.47674E+03  0.45469E+03  0.16691E+02  0.42367E+03  0.91975E+02
            1            6  0.51900E+00  0.31408E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46453E+01  0.43899E+01  0.70490E+01  0.46453E+01  0.43899E+01  0.72776E+01  0.99848E+00  0.68677E+00  0.12857E+02  0.44765E+03  0.43787E+03  0.20942E+02  0.42441E+03  0.52761E+02
            1            4  0.51900E+00  0.23692E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.54802E+01 -0.92529E+01  0.47058E+01  0.54802E+01  0.92529E+01  0.47058E+01  0.92046E+00 -0.99837E+00  0.67838E+01  0.46337E+03  0.46035E+03  0.12936E+02  0.46035E+03  0.37032E+02
            1            2  0.51900E+00  0.78325E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.46219E+01 -0.50591E+01  0.12882E+02  0.46219E+01  0.50591E+01  0.12882E+02  0.54512E+00 -0.45838E+00  0.55890E+01  0.41049E+03  0.40493E+03  0.11184E+02  0.40493E+03  0.28123E+02
            1            2  0.51900E+00  0.31693E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.60641E+01 -0.49175E+01 -0.29627E+00  0.60641E+01  0.49175E+01  0.39860E+01  0.75103E+00 -0.71855E+00  0.20713E+01  0.48818E+03  0.48140E+03  0.86495E+01  0.48140E+03  0.23760E+02
            1            6  0.51900E+00  0.19278E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.57369E+01  0.67080E+01  0.48090E+01  0.57369E+01  0.67080E+01  0.48090E+01  0.84770E+00  0.99711E-01  0.12702E+02  0.48120E+03  0.46503E+03  0.16876E+02  0.44767E+03  0.87296E+02
            1            3  0.52000E+00  0.56153E+01 -0.43949E+01  0.00000E+00  0.00000E+00 -0.47920E+01 -0.74088E+01 -0.13563E+02  0.47920E+01  0.78501E+01  0.13563E+02  0.46828E+00  0.46445E-01  0.75167E+01  0.48222E+03  0.47451E+03  0.12161E+02  0.45835E+03  0.64669E+02
            1            4  0.52000E+00  0.55443E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.45229E+01  0.60436E+01  0.26104E+02  0.45229E+01  0.60436E+01  0.26104E+02  0.26360E+00  0.34506E+00  0.91854E+01  0.42981E+03  0.42557E+03  0.14742E+02  0.40081E+03  0.46762E+02
            1            2  0.52000E+00  0.69127E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.48967E+01  0.36479E+01  0.19560E+02  0.48967E+01  0.36479E+01  0.19560E+02  0.31337E+00  0.21423E+00  0.83444E+00  0.42154E+03  0.42053E+03  0.93308E+01  0.42053E+03  0.10567E+02
            1            3  0.52000E+00  0.51975E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.61312E+01  0.85744E+01  0.30832E+00  0.61312E+01  0.85744E+01  0.61099E+00  0.85394E+00  0.99748E+00  0.49230E+01  0.43626E+03  0.42950E+03  0.11768E+02  0.42950E+03  0.23875E+02
            1            5  0.52000E+00  0.47872E+02 -0.43949E+01  0.00000E+00  0.00000E+00 -0.53857E+01  0.64440E+01 -0.13979E+02  0.53857E+01  0.64440E+01  0.13979E+02  0.62516E+00  0.14581E+00  0.12537E+02  0.43403E+03  0.42045E+03  0.18094E+02  0.40812E+03  0.55600E+02
